person,long,name,candidate,party
BENTSEN,Lloyd Bentsen,BENTSEN,1,D
BROKAW,,BROKAW,0,
BUSH,George H. W. Bush,BUSH,1,R
COMPTON,,COMPTON,0,
DUKAKIS,Michael Dukakis,DUKAKIS,1,D
GROER,,GROER,0,
HUME,,HUME,0,
JENNINGS,,JENNINGS,0,
LEHRER,,LEHRER,0,
MARGOLIS,,MARGOLIS,0,
MASHEK,,MASHEK,0,
MITCHELL,,MITCHELL,0,
QUAYLE,Dan Quayle,QUAYLE,1,R
SHAW,,SHAW,0,
WARNER,,WARNER,0,
WOODRUFF,,WOODRUFF,0,
